Audit Log - [AuditID: 20250325003227773001, UserID: N001, Action: LOGIN, Target: System, Timestamp: 2025-03-25T00:32:27.775016400, Outcome: SUCCESS, Device: PC1, Role: NURSE]
Audit Log - [AuditID: 20250325151422637005, UserID: NIL, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:14:22.637456100, Outcome: FAILED, Device: PC1, Role: ]
Audit Log - [AuditID: 20250325151422638006, UserID: NIL, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:14:22.640671100, Outcome: FAILED, Device: PC1, Role: ]
Audit Log - [AuditID: 20250325151422640007, UserID: NIL, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:14:22.640671100, Outcome: FAILED, Device: PC1, Role: ]
Audit Log - [AuditID: 20250325151422642008, UserID: NIL, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:14:22.642043600, Outcome: FAILED, Device: PC1, Role: ]
Audit Log - [AuditID: 20250325152356920001, UserID: NIL, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:23:56.920076900, Outcome: FAILED, Device: PC1, Role: ]
Audit Log - [AuditID: 20250325152356933002, UserID: NIL, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:23:56.933851100, Outcome: FAILED, Device: PC1, Role: ]
Audit Log - [AuditID: 20250325152356935003, UserID: NIL, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:23:56.935868200, Outcome: FAILED, Device: PC1, Role: ]
Audit Log - [AuditID: 20250325152356935004, UserID: NIL, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:23:56.935868200, Outcome: FAILED, Device: PC1, Role: ]
Audit Log - [AuditID: 20250325152605182001, UserID: PA001, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:26:05.185583, Outcome: SUCCESS, Device: PC1, Role: PARAMEDIC]
Audit Log - [AuditID: 20250325152605194002, UserID: PA001, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:26:05.194246200, Outcome: SUCCESS, Device: PC1, Role: PARAMEDIC]
Audit Log - [AuditID: 20250325152605195003, UserID: PA001, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:26:05.195299300, Outcome: SUCCESS, Device: PC1, Role: PARAMEDIC]
Audit Log - [AuditID: 20250325152605195004, UserID: PA001, Action: LOGIN, Target: System, Timestamp: 2025-03-25T15:26:05.196365300, Outcome: SUCCESS, Device: PC1, Role: PARAMEDIC]
